Intervention_request	Intervention_Cui	Intervention_Concept	Intervention_CAT	Timestamp	Ignore	comment
treatment a	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
enhanced treatment as usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment c	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
endovascular treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment-as-usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
routine treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
usual treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
basic treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment d	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
traditional treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
non-operative treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
operative treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
control treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment e	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
regular treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
atraumatic restorative treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
lumoral treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
dietary treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
usual care treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
intensive treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
enhanced treatment as usual (etau)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment-as-usual (tau)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
supportive treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
short course treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
psychological treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
common elements treatment approach	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
exablate treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
attention bias modification treatment (abmt)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
endoscopic treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
pivotal response treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
spa treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
nonoperative treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
pons treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
home treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
extended treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
immediate spa treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
late spa treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
integrated treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
ulthera treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
individualized treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
neuropsychological treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
soc treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
probiotic treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
smartphone-delivered automated treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
positive affect treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
manual treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
virtual reality treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
best available treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
msc treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
enhanced treatment as usual (e-tau)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
weight loss treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
pulsed dye laser treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
relaxation treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
non-treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
prism adaptation treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
combination treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
shockwave treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
comprehensive treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
assisted standing treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
individual treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment 1	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment 2	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
ultherapy treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
language treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment algorithm	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
atd treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
prp treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
atraumatic restorative treatment (art)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
toxicities reduced treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
icu treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
waitlist treatment as usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
cue exposure treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
broad spectrum treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
problem solving treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment of periodontal disease	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
blood pressure, treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
h pylori treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
multicomponent treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
optimised treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
group treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
collaborative care treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
supportive treatment in addiction recovery (star)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
mirror-box treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
non operative treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
radiofrequency treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment sequence a	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment sequence b	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment sequence c	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
diabetes treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment group 1	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
arv treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
ames treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
finess sinus treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
optimized treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
microfracture treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment based on clinical and imaging observations	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
endovascular treatment of intracranial aneurysms	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
complicated grief treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
hgns treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
best support treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
panic control treatment (pct)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
concurrent treatment of ptsd and substance use disorders using prolonged exposure	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
tailored treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
enhanced treatment support (ets)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
blue light treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
endovascular treatment (zenith)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
integrative treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
attentional bias modification treatment (abmt) - active	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
mindfulness-based treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
enhanced treatment algorithm	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
photopill treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
attention bias modification treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
miradry treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment i	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
acceptance-based treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
mock treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
intensive care treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
guideline treatment recommendations	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment 3	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
distress tolerance treatment for weight concern (dt-w)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment strategies	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
fertility treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
psychoeducation group treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
lipiflow treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
open treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
overminus treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
non-overminus treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
air filtration treatment (tx2)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
minimal treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment period	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
ablative treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
multidisciplinary treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
enhanced treatment-as-usual (tau)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment as usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
endovascular treatment (evt)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
va treatment as usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
uvl1000 treatment station	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
acceptance-based treatment (abt)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
personalised treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment gingivitis conventional	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
mindfulness treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
robotic treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
microwave treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
mindfulness-based addiction treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
ultrasound treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
chinese medicine treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
lifestyle treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
problem-solving treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
conservatory treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
daa treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment condition	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
computer-based treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
negative affect treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
individualized treatment of acute achilles tendon rupture	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
vulvovaginal treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment with tongue scraper	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
head-down position treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
family centered treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
personalized treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment as usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
restorative treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
locoregional treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment as usual for adhd	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
immediate treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment as usual only	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
tms treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
standardized treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
continuous treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
the usual treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
neurodevelopmental treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
convencional treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
capitalization up treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
compensation up treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
svf treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
sonovein treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
intensive treatment with prolonged exposure	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment as usual control	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
guideline recommended routine treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
local treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
btl-785-7 treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
bergen 4-day treatment (b4dt)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
handymotion treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
radiofrequency electromagnetic field treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
robotic waterjet treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
complete decongestive treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
device treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
low-intensity laser treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment of depression	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
family treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
help with decision making on prostate cancer treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
one-session treatment for specific phobias	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
problem-solving treatment for primary care	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
exposure treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
extended abuse-focused treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
extended coping skills treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
combination treatment of social skills/education about autism	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
informational meetings plus treatment as usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
stroke treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
speech/articulation treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
self-help treatment booklet and telephone support	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
ladr treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment of ectopic pregnancy	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
dual treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment optimization (educational material)	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment for females	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment of psychiatric symptoms associated to alcoholism	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
self-help treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
high-dose treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment at home	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
collection of treatment-stratefying prognostic factors	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment in community mental health center	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
diagnostic and treatment clinical algorithms	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
combination treatment - cohort 1	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
combination treatment - cohort 2	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
combination treatment - cohort 3	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
combination treatment - cohort 4	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
control - treatment as usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
light-touch treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
supportive treatment for smi	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
group b martial treatment and /	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
internet-based smoking treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
simplified follow-up approach of arv treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
mind body treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
treatment as usual in the community	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
empirical versus microbiological guided treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
ncpap treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
pharmacokinetics, done during the treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
optimal treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
family-focused treatment plus pharmacotherapy	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
nocturnal oxygen treatment from oxygen concentrators	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
psychoeducation treatment as usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
any treatment used to treat chf	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
educational session and treatment as usual	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
endoscopic treatment of vesico-renal reflux	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
mfpsa treatment	C3538994	Treatment Epoch	PROC|Procedures|T062|Research Activity	20240328	0	
